participation_id,date,zone_id,race,sexe,categorie,note_participation,concours_id,lieu_id,type_concours
P000764,2025-10-06,96644757B36967765471663,Arabe-Barbe,Femelle,Junior,81.08,C0047,L0069,National
P000765,2025-06-26,96644757B64432809888793,Pur-Sang Arabe,F,Senior,81.97,C0452,L0003,National
P000766,2025-06-16,96644757B24539393832458,Arabe-Barbe,Male,Senior,64.97,C0461,L0001,Qualification
P000767,2025-06-16,96644757B24539393832458,Arabe,Male,Junior,55.74,C0140,L0001,Regional
P000768,2025-11-11,96644757B42104761334354,Barbe,Femelle,Loisir,68.0,C0010,L0012,National
P000769,2025-05-22,96644757B12662883146655,Barbe,Femelle,Loisir,82.71,C0324,L0004,National
P000770,2025-04-13,96644757B84561517472973,Barbe,Male,Senior,64.58,C0038,L0062,National
P000771,2025-05-12,96644757B10773066300421,Pur-Sang Arabe,Female,Junior,64.72,C0021,L0046,Regional
P000772,2025-03-13,96644757B5863178934624,Barbe,Femelle,Junior,54.28,C0468,L0074,Regional
P000773,2025-05-23,96644757B64717664824106,Arabe-Barbe,Femelle,Senior,83.48,C0248,L0061,National
P000774,2025-02-11,96644757B26045285741175,Anglo-Arabe,Female,Loisir,76.5,C0056,L0073,Regional
P000775,2025-02-02,96644757B89687162507810,Anglo-Arabe,Female,Senior,75.82,C0327,L0018,Regional
P000776,2025-09-22,96644757B99920267922653,Anglo-Arabe,F,Junior,78.63,C0185,L0022,National
P000777,2025-01-29,96644757B90795389022281,Pur-Sang Arabe,Female,Senior,78.53,C0268,L0064,Regional
P000778,2025-07-27,96644757B85287588144355,Arabe,Female,Junior,71.19,C0449,L0019,Regional
P000779,2025-10-12,96644757B53703826618026,Anglo-Arabe,Femelle,Senior,63.51,C0119,L0005,Regional
P000780,2025-09-22,96644757B63064605054668,Arabe-Barbe,Femelle,Senior,67.59,C0323,L0051,National
P000781,2025-06-12,96644757B64717664824106,Arabe-Barbe,Female,Elite,92.3,C0414,L0061,Qualification
P000782,2025-03-12,96644757B26045285741175,Anglo-Arabe,Femelle,Senior,73.8,C0212,L0073,Regional
P000783,2025-12-06,96644757B6720908192283,Pur-Sang Arabe,Male,Loisir,65.79,C0485,L0070,Regional
P000784,2025-11-01,96644757B23117375948520,Arabe-Barbe,Female,Junior,73.1,C0224,L0010,Qualification
P000785,2025-08-12,96644757B70524131405695,Arabe-Barbe,Female,Elite,65.38,C0230,L0058,Regional
P000786,2025-02-01,96644757B90795389022281,Arabe-Barbe,Femelle,Junior,87.8,C0442,L0064,Qualification
P000787,2025-01-13,96644757B52871738396395,Barbe,Male,Senior,60.02,C0318,L0053,National
P000788,2025-04-26,96644757B84561517472973,Barbe,F,Loisir,75.01,C0434,L0062,Regional
P000789,2025-02-27,96644757B83322507681707,Arabe-Barbe,Female,Elite,82.15,C0395,L0063,Regional
P000790,2025-11-11,96644757B36466177595872,Anglo-Arabe,F,Junior,72.41,C0356,L0034,Regional
P000791,2025-03-17,96644757B12662883146655,Pur-Sang Arabe,M,Senior,74.77,C0121,L0004,National
P000792,2025-04-14,96644757B63187791317705,Pur-Sang Arabe,Femelle,Elite,72.96,C0200,L0035,Regional
P000793,2025-12-23,96644757B9799798831472,Arabe-Barbe,Femelle,Loisir,67.86,C0432,L0016,Qualification
P000794,2025-10-26,96644757B48127384361052,Anglo-Arabe,F,Elite,65.18,C0308,L0009,National
P000795,2025-03-21,96644757B23117375948520,Arabe,M,Junior,63.95,C0140,L0010,Qualification
P000796,2025-05-20,96644757B52871738396395,Barbe,Femelle,Senior,81.42,C0164,L0053,Qualification
P000797,2025-07-08,96644757B18768670389586,Arabe-Barbe,Femelle,Junior,67.39,C0388,L0038,Regional
P000798,2025-08-31,96644757B2759448404756,Pur-Sang Arabe,Male,Junior,65.37,C0089,L0041,National
P000799,2025-12-08,96644757B71822601453569,Arabe-Barbe,F,Senior,63.92,C0056,L0056,Qualification
P000800,2025-11-14,96644757B80339347175881,Arabe,Female,Elite,83.63,C0382,L0042,Regional
P000801,2025-12-23,96644757B62254917052717,Arabe-Barbe,F,Junior,78.43,C0144,L0048,Regional
P000802,2025-01-15,96644757B26550498921337,Arabe,F,Elite,76.99,C0382,L0007,Regional
P000803,2025-03-28,96644757B90795389022281,Barbe,F,Elite,70.18,C0267,L0064,Regional
P000804,2025-07-25,96644757B36466177595872,Barbe,F,Elite,74.29,C0498,L0034,Qualification
P000805,2025-01-18,96644757B42104761334354,Arabe,Male,Junior,66.9,C0262,L0012,Regional
P000806,2025-05-10,96644757B64717664824106,Arabe-Barbe,Female,Senior,63.36,C0433,L0061,National
P000807,2025-02-26,96644757B71822601453569,Anglo-Arabe,Male,Junior,78.78,C0425,L0056,Qualification
P000808,2025-12-07,96644757B12662883146655,Arabe-Barbe,Femelle,Junior,82.56,C0106,L0004,Regional
P000809,2025-01-24,96644757B91342156363380,Arabe,M,Senior,62.58,C0498,L0015,National
P000810,2025-02-24,96644757B21316479060137,Barbe,F,Senior,59.32,C0373,L0002,Regional
P000811,2025-03-13,96644757B56432502406176,Arabe-Barbe,F,Junior,71.53,C0054,L0021,Regional
P000812,2025-02-24,96644757B35891480133263,Arabe,F,Junior,87.31,C0004,L0008,Regional
P000813,2025-07-27,96644757B90056368806308,Arabe-Barbe,Male,Loisir,50.89,C0136,L0054,Regional
P000814,2025-05-13,96644757B41522516415054,Arabe-Barbe,M,Elite,75.74,C0009,L0040,Regional
P000815,2025-11-30,96644757B5863178934624,Anglo-Arabe,M,Senior,58.73,C0179,L0074,Regional
P000816,2025-04-06,96644757B1478822582790,Barbe,Male,Loisir,63.83,C0498,L0057,Regional
P000817,2025-07-16,96644757B10773066300421,Arabe,Femelle,Junior,68.01,C0239,L0046,Regional
P000818,2025-08-29,96644757B89345886069248,Anglo-Arabe,M,Senior,64.32,C0012,L0039,National
P000819,2025-08-17,96644757B53703826618026,Barbe,Female,Loisir,59.81,C0247,L0005,Regional
P000820,2025-10-18,96644757B51161748863193,Pur-Sang Arabe,Female,Senior,67.17,C0110,L0006,Qualification
P000821,2025-03-15,96644757B40957387644980,Arabe-Barbe,M,Junior,68.26,C0428,L0047,Qualification
P000822,2025-07-05,96644757B24539393832458,Arabe,Female,Senior,57.29,C0046,L0001,National
P000823,2025-10-20,96644757B12662883146655,Arabe-Barbe,F,Senior,81.62,C0385,L0004,National
P000824,2025-11-12,96644757B99021473747258,Barbe,F,Elite,79.63,C0223,L0017,National
P000825,2025-08-14,96644757B69343874835814,Pur-Sang Arabe,Female,Senior,78.39,C0010,L0067,National
P000826,2025-08-26,96644757B63187791317705,Pur-Sang Arabe,Female,Senior,57.44,C0336,L0035,Qualification
P000827,2025-11-12,96644757B90056368806308,Barbe,M,Senior,73.03,C0228,L0054,Qualification
P000828,2025-08-17,96644757B52167870329218,Anglo-Arabe,Female,Senior,84.18,C0386,L0031,Regional
P000829,2025-12-13,96644757B25654465299878,Anglo-Arabe,F,Junior,60.89,C0309,L0013,National
P000830,2025-02-16,96644757B53695376753874,Arabe,Femelle,Loisir,72.19,C0393,L0028,Qualification
P000831,2025-05-07,96644757B26550498921337,Pur-Sang Arabe,Female,Elite,70.22,C0230,L0007,Regional
P000832,2025-02-10,96644757B70524131405695,Barbe,Male,Senior,93.91,C0004,L0058,National
P000833,2025-02-03,96644757B54306876372793,Arabe-Barbe,Female,Elite,93.63,C0066,L0014,National
P000834,2025-06-22,96644757B15248572972708,Anglo-Arabe,M,Junior,55.59,C0229,L0029,National
P000835,2025-03-24,96644757B5863178934624,Pur-Sang Arabe,M,Senior,97.43,C0199,L0074,Regional
P000836,2025-05-29,96644757B91545835536411,Barbe,Femelle,Senior,62.2,C0397,L0045,Regional
P000837,2025-06-09,96644757B63187791317705,Arabe-Barbe,Male,Senior,82.65,C0206,L0035,Regional
P000838,2025-08-15,96644757B2759448404756,Arabe,M,Elite,82.93,C0430,L0041,National
P000839,2025-12-12,96644757B4563753155162,Arabe,Male,Loisir,58.45,C0094,L0059,Qualification
P000840,2025-11-07,96644757B93440982531475,Arabe,M,Senior,75.78,C0193,L0020,Qualification
P000841,2025-05-19,96644757B62254917052717,Arabe-Barbe,M,Senior,70.6,C0378,L0048,Regional
P000842,2025-04-29,96644757B99361415702964,Arabe,F,Elite,78.92,C0062,L0066,Regional
P000843,2025-10-09,96644757B27397508075839,Pur-Sang Arabe,Female,Senior,71.31,C0161,L0043,National
P000844,2025-02-15,96644757B36466177595872,Pur-Sang Arabe,F,Junior,80.52,C0376,L0034,National
P000845,2025-07-17,96644757B54259280648674,Pur-Sang Arabe,M,Loisir,74.39,C0294,L0011,National
P000846,2025-06-04,96644757B85287588144355,Pur-Sang Arabe,M,Loisir,71.96,C0389,L0019,Regional
P000847,2025-03-08,96644757B25593504689486,Barbe,Female,Loisir,78.13,C0258,L0071,Regional
P000848,2025-08-14,96644757B2759448404756,Arabe-Barbe,Femelle,Junior,79.03,C0429,L0041,National
P000849,2025-04-28,96644757B34372354169334,Pur-Sang Arabe,F,Junior,81.99,C0438,L0023,National
P000850,2025-03-09,96644757B46616002618727,Anglo-Arabe,M,Senior,63.13,C0487,L0032,Regional
P000851,2025-08-27,96644757B53936679900609,Arabe,M,Loisir,61.24,C0061,L0044,Qualification
P000852,2025-03-05,96644757B2759448404756,Anglo-Arabe,Female,Junior,67.55,C0296,L0041,National
P000853,2025-09-03,96644757B52871738396395,Barbe,M,Junior,60.42,C0058,L0053,Qualification
P000854,2025-03-01,96644757B93440982531475,Arabe-Barbe,M,Junior,78.71,C0115,L0020,Regional
P000855,2025-06-08,96644757B81090244987905,Arabe,Female,Elite,82.8,C0150,L0049,Regional
P000856,2025-10-22,96644757B36466177595872,Arabe-Barbe,F,Elite,67.01,C0323,L0034,Qualification
P000857,2025-03-25,96644757B25593504689486,Pur-Sang Arabe,Male,Elite,81.48,C0216,L0071,Qualification
P000858,2025-10-08,96644757B42104761334354,Arabe-Barbe,Female,Junior,87.02,C0432,L0012,Qualification
P000859,2025-09-21,96644757B42104761334354,Anglo-Arabe,M,Elite,75.77,C0149,L0012,Qualification
P000860,2025-11-26,96644757B63187791317705,Pur-Sang Arabe,Male,Senior,64.63,C0308,L0035,Regional
P000861,2025-03-03,96644757B89345886069248,Anglo-Arabe,Femelle,Junior,84.28,C0381,L0039,Regional
P000862,2025-09-19,96644757B21390270390615,Pur-Sang Arabe,M,Senior,72.28,C0490,L0052,Regional
P000863,2025-12-08,96644757B52167870329218,Barbe,F,Senior,78.69,C0123,L0031,Qualification
P000864,2025-10-06,96644757B36967765471663,Barbe,Male,Senior,70.18,C0367,L0069,Regional
P000865,2025-03-10,96644757B698999344864,Arabe-Barbe,F,Loisir,65.49,C0043,L0036,National
P000866,2025-10-28,96644757B23117375948520,Pur-Sang Arabe,Female,Senior,53.75,C0272,L0010,Qualification
P000867,2025-02-09,96644757B48127384361052,Anglo-Arabe,Femelle,Senior,77.28,C0207,L0009,Qualification
P000868,2025-08-03,96644757B5863178934624,Barbe,F,Elite,64.66,C0479,L0074,Qualification
P000869,2025-07-01,96644757B54259280648674,Arabe-Barbe,Female,Elite,98.0,C0386,L0011,National
P000870,2025-07-13,96644757B69656421663665,Anglo-Arabe,Male,Junior,56.74,C0463,L0072,Regional
P000871,2025-07-09,96644757B56432502406176,Pur-Sang Arabe,F,Elite,57.87,C0425,L0021,Qualification
P000872,2025-01-12,96644757B35891480133263,Arabe-Barbe,Femelle,Junior,75.15,C0205,L0008,Regional
P000873,2025-07-05,96644757B34372354169334,Arabe-Barbe,F,Senior,89.96,C0366,L0023,Regional
P000874,2025-12-08,96644757B40957387644980,Barbe,F,Elite,74.26,C0016,L0047,Qualification
P000875,2025-06-09,96644757B30309850889145,Pur-Sang Arabe,Femelle,Senior,75.19,C0279,L0033,National
P000876,2025-04-12,96644757B4563753155162,Anglo-Arabe,Female,Senior,49.97,C0024,L0059,National
P000877,2025-12-30,96644757B10773066300421,Pur-Sang Arabe,M,Junior,64.88,C0362,L0046,Regional
P000878,2025-02-06,96644757B52167870329218,Anglo-Arabe,M,Senior,66.69,C0483,L0031,National
P000879,2025-06-27,96644757B62254917052717,Pur-Sang Arabe,M,Senior,52.72,C0341,L0048,Qualification
P000880,2025-07-07,96644757B26045285741175,Barbe,M,Loisir,69.41,C0420,L0073,National
P000881,2025-06-24,96644757B52167870329218,Anglo-Arabe,Femelle,Senior,55.0,C0117,L0031,Regional
P000882,2025-12-03,96644757B42104761334354,Pur-Sang Arabe,Male,Loisir,60.11,C0496,L0012,National
P000883,2025-06-03,96644757B52167870329218,Arabe-Barbe,F,Senior,72.05,C0275,L0031,Qualification
P000884,2025-12-22,96644757B90795389022281,Barbe,M,Loisir,64.45,C0337,L0064,Qualification
P000885,2025-01-25,96644757B99021473747258,Arabe,F,Junior,76.07,C0385,L0017,Regional
P000886,2025-09-25,96644757B69656421663665,Arabe,M,Senior,70.66,C0320,L0072,National
P000887,2025-08-05,96644757B91545835536411,Arabe-Barbe,F,Junior,80.29,C0159,L0045,Regional
P000888,2025-03-29,96644757B10773066300421,Anglo-Arabe,Femelle,Junior,79.18,C0306,L0046,Regional
P000889,2025-03-25,96644757B75888110493475,Pur-Sang Arabe,Femelle,Loisir,81.94,C0327,L0024,Regional
P000890,2025-09-20,96644757B6720908192283,Arabe-Barbe,M,Elite,70.41,C0428,L0070,National
P000891,2025-08-21,96644757B64432809888793,Anglo-Arabe,F,Elite,76.29,C0241,L0003,National
P000892,2025-08-12,96644757B34372354169334,Barbe,Femelle,Senior,79.78,C0251,L0023,Regional
P000893,2025-01-19,96644757B46616002618727,Barbe,Femelle,Senior,71.2,C0252,L0032,Regional
P000894,2025-08-07,96644757B698999344864,Arabe,M,Elite,70.41,C0058,L0036,Regional
P000895,2025-12-25,96644757B698999344864,Pur-Sang Arabe,Male,Loisir,71.06,C0045,L0036,Regional
P000896,2025-01-07,96644757B42104761334354,Anglo-Arabe,M,Senior,65.16,C0011,L0012,National
P000897,2025-06-21,96644757B99021473747258,Pur-Sang Arabe,Female,Elite,76.32,C0333,L0017,Regional
P000898,2025-06-30,96644757B35891480133263,Arabe-Barbe,Femelle,Senior,69.11,C0210,L0008,Regional
P000899,2025-11-24,96644757B27397508075839,Pur-Sang Arabe,Male,Loisir,62.37,C0432,L0043,Qualification
P000900,2025-04-14,96644757B92138134403299,Arabe,F,Junior,65.97,C0351,L0027,Regional
P000901,2025-06-23,96644757B27397508075839,Barbe,F,Senior,56.9,C0071,L0043,Qualification
P000902,2025-09-19,96644757B91545835536411,Arabe-Barbe,Femelle,Loisir,81.14,C0050,L0045,National
P000903,2025-01-23,96644757B52871738396395,Anglo-Arabe,Femelle,Junior,67.41,C0183,L0053,National
P000904,2025-10-20,96644757B80339347175881,Arabe,Female,Junior,64.0,C0460,L0042,National
P000905,2025-10-28,96644757B81090244987905,Arabe,Male,Senior,81.12,C0025,L0049,Regional
P000906,2025-09-20,96644757B91545835536411,Barbe,M,Senior,65.75,C0094,L0045,Qualification
P000907,2025-08-25,96644757B81090244987905,Pur-Sang Arabe,Femelle,Loisir,58.97,C0015,L0049,Qualification
P000908,2025-09-30,96644757B40957387644980,Barbe,Femelle,Loisir,83.83,C0207,L0047,Regional
P000909,2025-10-13,96644757B75888110493475,Arabe,M,Senior,65.17,C0494,L0024,National
P000910,2025-11-26,96644757B85287588144355,Arabe,Femelle,Loisir,69.55,C0342,L0019,National
P000911,2025-06-06,96644757B39685617616684,Arabe,Male,Elite,74.32,C0247,L0060,Qualification
P000912,2025-06-16,96644757B9718685225615,Barbe,Female,Loisir,81.37,C0073,L0026,Qualification
P000913,2025-08-21,96644757B80339347175881,Arabe-Barbe,Female,Junior,72.83,C0178,L0042,Regional
P000914,2025-03-12,96644757B91342156363380,Barbe,Male,Senior,60.41,C0262,L0015,Qualification
P000915,2025-11-09,96644757B30309850889145,Arabe-Barbe,Femelle,Junior,74.9,C0138,L0033,Qualification
P000916,2025-10-09,96644757B41522516415054,Arabe-Barbe,Female,Junior,68.1,C0352,L0040,National
P000917,2025-08-19,96644757B40957387644980,Barbe,Female,Elite,92.49,C0490,L0047,Regional
P000918,2025-04-21,96644757B41522516415054,Anglo-Arabe,Femelle,Junior,72.94,C0103,L0040,Qualification
P000919,2025-05-07,96644757B53695376753874,Arabe,F,Senior,49.75,C0126,L0028,National
P000920,2025-06-08,96644757B26045285741175,Anglo-Arabe,Femelle,Elite,71.82,C0063,L0073,Regional
P000921,2025-08-30,96644757B89345886069248,Arabe,F,Junior,87.97,C0363,L0039,Qualification
P000922,2025-10-11,96644757B64717664824106,Anglo-Arabe,M,Senior,81.71,C0231,L0061,National
P000923,2025-09-03,96644757B71822601453569,Anglo-Arabe,F,Elite,87.39,C0142,L0056,Qualification
P000924,2025-12-06,96644757B80339347175881,Arabe-Barbe,Femelle,Loisir,62.43,C0110,L0042,National
P000925,2025-12-17,96644757B69343874835814,Barbe,Male,Senior,79.08,C0036,L0067,Regional
P000926,2025-09-15,96644757B23117375948520,Arabe-Barbe,Female,Loisir,61.22,C0238,L0010,Qualification
P000927,2025-05-16,96644757B6720908192283,Arabe-Barbe,M,Loisir,72.67,C0341,L0070,National
P000928,2025-08-07,96644757B90795389022281,Arabe-Barbe,M,Elite,60.03,C0118,L0064,National
P000929,2025-06-05,96644757B18768670389586,Arabe,Femelle,Senior,62.03,C0001,L0038,Regional
P000930,2025-08-18,96644757B71822601453569,Anglo-Arabe,M,Elite,62.32,C0237,L0056,Regional
P000931,2025-10-24,96644757B41522516415054,Arabe,Femelle,Loisir,81.94,C0338,L0040,National
P000932,2025-05-15,96644757B56432502406176,Arabe,M,Senior,78.45,C0173,L0021,Regional
P000933,2025-07-04,96644757B39685617616684,Arabe,M,Loisir,76.67,C0125,L0060,Qualification
P000934,2025-01-17,96644757B85287588144355,Arabe-Barbe,Male,Loisir,60.13,C0077,L0019,Qualification
P000935,2025-09-26,96644757B75888110493475,Arabe,Male,Senior,67.42,C0373,L0024,National
P000936,2025-06-28,96644757B89345886069248,Arabe,F,Elite,61.07,C0430,L0039,Regional
P000937,2025-06-17,96644757B83322507681707,Arabe,Femelle,Senior,80.19,C0385,L0063,National
P000938,2025-07-14,96644757B15248572972708,Arabe-Barbe,Female,Elite,84.02,C0259,L0029,Regional
P000939,2025-03-20,96644757B18768670389586,Arabe-Barbe,Femelle,Loisir,79.04,C0362,L0038,Qualification
P000940,2025-08-07,96644757B12662883146655,Arabe,M,Junior,66.27,C0199,L0004,Regional
P000941,2025-09-29,96644757B48127384361052,Arabe-Barbe,Male,Junior,43.55,C0013,L0009,Qualification
P000942,2025-05-08,96644757B53703826618026,Pur-Sang Arabe,Femelle,Senior,47.48,C0184,L0005,Regional
P000943,2025-02-17,96644757B51161748863193,Barbe,Male,Loisir,81.31,C0352,L0006,Regional
P000944,2025-05-22,96644757B99361415702964,Arabe-Barbe,Male,Senior,69.37,C0324,L0066,Qualification
P000945,2025-03-14,96644757B90795389022281,Arabe-Barbe,Male,Loisir,65.25,C0495,L0064,National
P000946,2025-05-17,96644757B84561517472973,Arabe,F,Senior,86.42,C0498,L0062,Qualification
P000947,2025-08-17,96644757B53703826618026,Arabe,Femelle,Senior,77.8,C0122,L0005,Qualification
P000948,2025-02-11,96644757B51161748863193,Arabe,F,Loisir,67.34,C0005,L0006,National
P000949,2025-09-30,96644757B99920267922653,Pur-Sang Arabe,F,Senior,66.02,C0137,L0022,Regional
P000950,2025-03-23,96644757B27397508075839,Arabe-Barbe,F,Senior,67.68,C0438,L0043,National
P000951,2025-11-23,96644757B9718685225615,Pur-Sang Arabe,Female,Junior,72.22,C0406,L0026,Qualification
P000952,2025-09-25,96644757B99662254658575,Barbe,F,Junior,86.66,C0050,L0037,Qualification
P000953,2025-04-10,96644757B25654465299878,Arabe-Barbe,Femelle,Junior,75.42,C0081,L0013,Regional
P000954,2025-07-25,96644757B21870556317795,Anglo-Arabe,Male,Senior,76.85,C0282,L0055,National
P000955,2025-02-10,96644757B75888110493475,Arabe,Male,Elite,82.23,C0330,L0024,Regional
P000956,2025-02-06,96644757B53703826618026,Barbe,Male,Senior,53.45,C0491,L0005,National
P000957,2025-12-15,96644757B71822601453569,Pur-Sang Arabe,F,Junior,76.63,C0377,L0056,Qualification
P000958,2025-10-20,96644757B88930410593624,Pur-Sang Arabe,M,Senior,66.67,C0106,L0068,Qualification
P000959,2025-02-26,96644757B21316479060137,Arabe-Barbe,M,Senior,42.72,C0019,L0002,Regional
P000960,2025-04-14,96644757B30309850889145,Pur-Sang Arabe,F,Loisir,48.18,C0317,L0033,Regional
P000961,2025-03-14,96644757B83322507681707,Barbe,Male,Senior,61.31,C0277,L0063,Regional
P000962,2025-05-25,96644757B52871738396395,Pur-Sang Arabe,Female,Junior,71.94,C0460,L0053,Regional
P000963,2025-04-17,96644757B60043813814440,Barbe,Male,Senior,74.27,C0288,L0065,Regional
P000964,2025-04-30,96644757B46616002618727,Arabe,F,Loisir,71.62,C0251,L0032,Qualification
P000965,2025-07-13,96644757B53695376753874,Arabe-Barbe,M,Elite,91.61,C0152,L0028,Regional
P000966,2025-03-11,96644757B90056368806308,Arabe-Barbe,F,Loisir,57.35,C0044,L0054,Regional
P000967,2025-11-19,96644757B42104761334354,Arabe-Barbe,Male,Loisir,73.06,C0438,L0012,National
P000968,2025-09-23,96644757B89687162507810,Arabe-Barbe,M,Elite,71.17,C0413,L0018,Regional
P000969,2025-10-05,96644757B10773066300421,Barbe,F,Loisir,64.29,C0082,L0046,Regional
P000970,2025-03-03,96644757B63064605054668,Arabe,Femelle,Junior,72.15,C0352,L0051,Qualification
P000971,2025-09-16,96644757B48127384361052,Arabe,Femelle,Loisir,54.95,C0182,L0009,Regional
P000972,2025-11-02,96644757B89345886069248,Anglo-Arabe,F,Loisir,82.63,C0219,L0039,Regional
P000973,2025-03-05,96644757B53695376753874,Pur-Sang Arabe,F,Loisir,65.28,C0424,L0028,National
P000974,2025-10-02,96644757B18768670389586,Arabe-Barbe,Male,Senior,88.79,C0421,L0038,Regional
P000975,2025-05-11,96644757B69656421663665,Pur-Sang Arabe,Male,Elite,67.28,C0096,L0072,Regional
P000976,2025-10-15,96644757B51161748863193,Pur-Sang Arabe,Female,Junior,77.37,C0154,L0006,Regional
P000977,2025-06-24,96644757B78111329468616,Arabe,Male,Elite,70.89,C0410,L0075,Regional
P000978,2025-10-20,96644757B36466177595872,Barbe,M,Senior,68.25,C0458,L0034,Qualification
P000979,2025-02-23,96644757B70524131405695,Arabe-Barbe,F,Senior,69.64,C0040,L0058,Regional
P000980,2025-05-23,96644757B46616002618727,Pur-Sang Arabe,M,Elite,70.97,C0416,L0032,Regional
P000981,2025-04-10,96644757B75888110493475,Arabe-Barbe,F,Senior,73.72,C0245,L0024,Regional
